Using launch settings from src/AeroCore.GroundStation/Properties/launchSettings.json...
Building...
info: AeroCore.GroundStation.GroundStationWorker[0]
      Ground Station Starting...
info: AeroCore.Shared.Services.MockTelemetryProvider[0]
      Mock Telemetry Sensor Initialized.
info: Microsoft.Hosting.Lifetime[0]
      Application started. Press Ctrl+C to shut down.
info: Microsoft.Hosting.Lifetime[0]
      Hosting environment: Development
info: Microsoft.Hosting.Lifetime[0]
      Content root path: /app/src/AeroCore.GroundStation

============================================================
              AEROCORE GROUND STATION v1.0
============================================================
  > System Init:      18:33:07
  > System Status:    Ready
  > Telemetry Link:   Listening (Mock)...
  (Press Ctrl+C to exit)

  [LEGEND]
   ALT: Altitude (ft)   VEL: Velocity (kts)
   PIT: Pitch (deg)     ROL: Roll (deg)

   [◄■■+■|■+■■►] : Attitude Indicator (Active) | [   + | +   ] : Attitude Indicator (Neutral)
   ↑↑ : Fast Rise | ↑  : Slow Rise | →  : Stable | ↓  : Slow Fall | ↓↓ : Fast Fall
   [ OK ] : Stable | [WARN] : Warning | [CRIT] : Critical (Audible Alert)

info: AeroCore.GroundStation.GroundStationWorker[0]
      Ground Station Listening for Telemetry...

[⠋] [GCS] @ 18:33:08.044 | ALT:  10,020.53 ft    | VEL:   259.6 kts    | PIT:   +0.42 deg [   + | +   ] | ROL:   +0.76 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:08.558 | ALT:  10,070.90 ft ↑↑ | VEL:   250.3 kts ↓↓ | PIT:   -0.18 deg [   + | +   ] | ROL:   -0.40 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:09.059 | ALT:  10,031.50 ft ↓↓ | VEL:   252.8 kts ↑↑ | PIT:   -0.84 deg [   + | +   ] | ROL:   -0.84 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:09.560 | ALT:  10,012.01 ft ↓↓ | VEL:   256.4 kts ↑↑ | PIT:   +0.60 deg [   + | +   ] | ROL:   -0.43 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:10.061 | ALT:  10,017.09 ft ↑↑ | VEL:   251.2 kts ↓↓ | PIT:   +0.58 deg [   + | +   ] | ROL:   -0.26 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:10.562 | ALT:  10,075.70 ft ↑↑ | VEL:   251.9 kts ↑  | PIT:   -0.26 deg [   + | +   ] | ROL:   +0.87 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:11.063 | ALT:  10,068.94 ft ↓↓ | VEL:   257.4 kts ↑↑ | PIT:   +0.35 deg [   + | +   ] | ROL:   -0.24 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:11.564 | ALT:  10,065.73 ft ↓↓ | VEL:   256.1 kts ↓↓ | PIT:   -0.58 deg [   + | +   ] | ROL:   -0.42 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:12.065 | ALT:  10,039.52 ft ↓↓ | VEL:   250.5 kts ↓↓ | PIT:   +0.95 deg [   + | +   ] | ROL:   -0.21 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:12.566 | ALT:  10,077.25 ft ↑↑ | VEL:   252.9 kts ↑↑ | PIT:   -0.13 deg [   + | +   ] | ROL:   +0.33 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:13.067 | ALT:  10,090.85 ft ↑↑ | VEL:   250.6 kts ↓↓ | PIT:   -0.36 deg [   + | +   ] | ROL:   -0.81 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:13.567 | ALT:  10,020.97 ft ↓↓ | VEL:   252.5 kts ↑↑ | PIT:   +0.31 deg [   + | +   ] | ROL:   +0.14 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:14.068 | ALT:  10,003.90 ft ↓↓ | VEL:   257.1 kts ↑↑ | PIT:   +0.96 deg [   + | +   ] | ROL:   -0.66 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:14.569 | ALT:  10,081.96 ft ↑↑ | VEL:   250.3 kts ↓↓ | PIT:   +0.98 deg [   + | +   ] | ROL:   -0.53 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:15.070 | ALT:  10,024.20 ft ↓↓ | VEL:   257.5 kts ↑↑ | PIT:   +0.51 deg [   + | +   ] | ROL:   -0.47 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:15.571 | ALT:  10,009.13 ft ↓↓ | VEL:   253.6 kts ↓↓ | PIT:   -0.97 deg [   + | +   ] | ROL:   +0.08 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:16.072 | ALT:  10,089.31 ft ↑↑ | VEL:   258.7 kts ↑↑ | PIT:   -0.54 deg [   + | +   ] | ROL:   -0.64 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:16.573 | ALT:  10,053.34 ft ↓↓ | VEL:   259.1 kts ↑  | PIT:   -0.40 deg [   + | +   ] | ROL:   +0.69 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:17.074 | ALT:  10,014.37 ft ↓↓ | VEL:   251.4 kts ↓↓ | PIT:   +0.46 deg [   + | +   ] | ROL:   -0.51 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:17.574 | ALT:  10,005.62 ft ↓↓ | VEL:   258.1 kts ↑↑ | PIT:   -0.71 deg [   + | +   ] | ROL:   +0.41 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:18.075 | ALT:  10,008.07 ft ↑↑ | VEL:   254.8 kts ↓↓ | PIT:   +0.39 deg [   + | +   ] | ROL:   -0.01 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:18.576 | ALT:  10,022.54 ft ↑↑ | VEL:   255.7 kts ↑  | PIT:   +0.01 deg [   + | +   ] | ROL:   +0.69 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:19.077 | ALT:  10,014.94 ft ↓↓ | VEL:   255.3 kts ↓  | PIT:   +0.92 deg [   + | +   ] | ROL:   +0.84 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:19.577 | ALT:  10,016.78 ft ↑↑ | VEL:   253.2 kts ↓↓ | PIT:   -0.77 deg [   + | +   ] | ROL:   +0.05 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:20.078 | ALT:  10,029.33 ft ↑↑ | VEL:   250.1 kts ↓↓ | PIT:   +0.62 deg [   + | +   ] | ROL:   -0.22 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:20.579 | ALT:  10,063.56 ft ↑↑ | VEL:   252.6 kts ↑↑ | PIT:   -0.01 deg [   + | +   ] | ROL:   -0.35 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:21.080 | ALT:  10,027.69 ft ↓↓ | VEL:   251.6 kts ↓  | PIT:   -0.78 deg [   + | +   ] | ROL:   -0.71 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:21.580 | ALT:  10,080.68 ft ↑↑ | VEL:   253.1 kts ↑↑ | PIT:   +0.27 deg [   + | +   ] | ROL:   -0.76 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:22.081 | ALT:  10,031.11 ft ↓↓ | VEL:   251.6 kts ↓↓ | PIT:   +0.88 deg [   + | +   ] | ROL:   +0.50 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:22.582 | ALT:  10,048.39 ft ↑↑ | VEL:   258.5 kts ↑↑ | PIT:   +0.78 deg [   + | +   ] | ROL:   +0.67 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:23.083 | ALT:  10,082.65 ft ↑↑ | VEL:   255.8 kts ↓↓ | PIT:   -0.87 deg [   + | +   ] | ROL:   +0.08 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:23.584 | ALT:  10,078.78 ft ↓↓ | VEL:   256.6 kts ↑  | PIT:   +0.39 deg [   + | +   ] | ROL:    0.00 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:24.085 | ALT:  10,023.43 ft ↓↓ | VEL:   254.3 kts ↓↓ | PIT:   -0.33 deg [   + | +   ] | ROL:   -0.86 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:24.585 | ALT:  10,023.03 ft ↓  | VEL:   250.0 kts ↓↓ | PIT:   +0.75 deg [   + | +   ] | ROL:   -0.72 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:25.086 | ALT:  10,056.05 ft ↑↑ | VEL:   253.7 kts ↑↑ | PIT:   -0.19 deg [   + | +   ] | ROL:   -0.05 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:25.587 | ALT:  10,053.87 ft ↓↓ | VEL:   257.4 kts ↑↑ | PIT:   -0.07 deg [   + | +   ] | ROL:   +0.29 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:26.087 | ALT:  10,032.08 ft ↓↓ | VEL:   256.5 kts ↓  | PIT:   +0.54 deg [   + | +   ] | ROL:   +0.94 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:26.588 | ALT:  10,085.73 ft ↑↑ | VEL:   254.9 kts ↓↓ | PIT:   +0.94 deg [   + | +   ] | ROL:   -0.29 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:27.089 | ALT:  10,098.05 ft ↑↑ | VEL:   254.1 kts ↓  | PIT:   -0.25 deg [   + | +   ] | ROL:   +0.94 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:27.590 | ALT:  10,054.28 ft ↓↓ | VEL:   255.1 kts ↑  | PIT:   +0.86 deg [   + | +   ] | ROL:   -0.01 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:28.091 | ALT:  10,086.37 ft ↑↑ | VEL:   256.0 kts ↑  | PIT:   -0.13 deg [   + | +   ] | ROL:   -0.56 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:28.591 | ALT:  10,042.65 ft ↓↓ | VEL:   259.6 kts ↑↑ | PIT:   -0.34 deg [   + | +   ] | ROL:   -0.03 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:29.092 | ALT:  10,008.16 ft ↓↓ | VEL:   253.9 kts ↓↓ | PIT:   -0.38 deg [   + | +   ] | ROL:   -0.18 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:29.593 | ALT:  10,015.50 ft ↑↑ | VEL:   254.4 kts ↑  | PIT:   +0.68 deg [   + | +   ] | ROL:   +0.31 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:30.094 | ALT:  10,006.40 ft ↓↓ | VEL:   257.9 kts ↑↑ | PIT:   +0.09 deg [   + | +   ] | ROL:   -0.72 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:30.595 | ALT:  10,067.88 ft ↑↑ | VEL:   258.8 kts ↑  | PIT:   +0.93 deg [   + | +   ] | ROL:   +0.74 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:31.095 | ALT:  10,034.84 ft ↓↓ | VEL:   257.6 kts ↓↓ | PIT:   +0.90 deg [   + | +   ] | ROL:   +0.55 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:31.596 | ALT:  10,056.00 ft ↑↑ | VEL:   253.7 kts ↓↓ | PIT:   +0.67 deg [   + | +   ] | ROL:   +0.43 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:32.097 | ALT:  10,065.25 ft ↑↑ | VEL:   254.5 kts ↑  | PIT:   +0.09 deg [   + | +   ] | ROL:   -0.49 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:32.598 | ALT:  10,036.52 ft ↓↓ | VEL:   250.2 kts ↓↓ | PIT:   -0.29 deg [   + | +   ] | ROL:   -0.56 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:33.098 | ALT:  10,026.36 ft ↓↓ | VEL:   256.6 kts ↑↑ | PIT:   +0.90 deg [   + | +   ] | ROL:   -0.91 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:33.599 | ALT:  10,010.35 ft ↓↓ | VEL:   259.6 kts ↑↑ | PIT:   -0.55 deg [   + | +   ] | ROL:   -0.38 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:34.100 | ALT:  10,070.70 ft ↑↑ | VEL:   259.8 kts ↑  | PIT:   -0.61 deg [   + | +   ] | ROL:   +0.50 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:34.601 | ALT:  10,027.37 ft ↓↓ | VEL:   253.0 kts ↓↓ | PIT:   +0.25 deg [   + | +   ] | ROL:   -0.04 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:35.101 | ALT:  10,058.12 ft ↑↑ | VEL:   253.0 kts →  | PIT:   +0.55 deg [   + | +   ] | ROL:   -0.70 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:35.602 | ALT:  10,077.58 ft ↑↑ | VEL:   257.4 kts ↑↑ | PIT:   -0.11 deg [   + | +   ] | ROL:   +0.83 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:36.103 | ALT:  10,014.74 ft ↓↓ | VEL:   255.9 kts ↓↓ | PIT:   -0.03 deg [   + | +   ] | ROL:   -0.98 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:36.599 | ALT:  10,056.85 ft ↑↑ | VEL:   257.3 kts ↑↑ | PIT:   +0.51 deg [   + | +   ] | ROL:   +0.25 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:37.100 | ALT:  10,050.29 ft ↓↓ | VEL:   257.0 kts ↓  | PIT:   -0.05 deg [   + | +   ] | ROL:   +0.22 deg [   + | +   ] | [WARN] (VEL)           
[⠏] [GCS] @ 18:33:37.601 | ALT:  10,041.27 ft ↓↓ | VEL:   253.3 kts ↓↓ | PIT:   -0.91 deg [   + | +   ] | ROL:   +0.70 deg [   + | +   ] | [WARN] (VEL)           
[⠋] [GCS] @ 18:33:38.103 | ALT:  10,002.70 ft ↓↓ | VEL:   252.3 kts ↓  | PIT:   +0.37 deg [   + | +   ] | ROL:   +0.78 deg [   + | +   ] | [WARN] (VEL)           
[⠙] [GCS] @ 18:33:38.603 | ALT:  10,081.41 ft ↑↑ | VEL:   253.5 kts ↑↑ | PIT:   -0.05 deg [   + | +   ] | ROL:   -0.42 deg [   + | +   ] | [WARN] (VEL)           
[⠹] [GCS] @ 18:33:39.104 | ALT:  10,093.85 ft ↑↑ | VEL:   255.8 kts ↑↑ | PIT:   -0.63 deg [   + | +   ] | ROL:   -0.94 deg [   + | +   ] | [WARN] (VEL)           
[⠸] [GCS] @ 18:33:39.605 | ALT:  10,028.27 ft ↓↓ | VEL:   254.1 kts ↓↓ | PIT:   +0.92 deg [   + | +   ] | ROL:   +0.66 deg [   + | +   ] | [WARN] (VEL)           
[⠼] [GCS] @ 18:33:40.106 | ALT:  10,047.79 ft ↑↑ | VEL:   252.8 kts ↓↓ | PIT:   +0.86 deg [   + | +   ] | ROL:   -0.27 deg [   + | +   ] | [WARN] (VEL)           
[⠴] [GCS] @ 18:33:40.607 | ALT:  10,097.34 ft ↑↑ | VEL:   256.4 kts ↑↑ | PIT:   +0.57 deg [   + | +   ] | ROL:   -0.07 deg [   + | +   ] | [WARN] (VEL)           
[⠦] [GCS] @ 18:33:41.108 | ALT:  10,055.29 ft ↓↓ | VEL:   260.0 kts ↑↑ | PIT:   +0.17 deg [   + | +   ] | ROL:   -0.70 deg [   + | +   ] | [WARN] (VEL)           
[⠧] [GCS] @ 18:33:41.608 | ALT:  10,016.07 ft ↓↓ | VEL:   257.8 kts ↓↓ | PIT:   -0.66 deg [   + | +   ] | ROL:   +0.01 deg [   + | +   ] | [WARN] (VEL)           
[⠇] [GCS] @ 18:33:42.109 | ALT:  10,079.03 ft ↑↑ | VEL:   253.1 kts ↓↓ | PIT:   +0.59 deg [   + | +   ] | ROL:   +0.64 deg [   + | +   ] | [WARN] (VEL)           
